P1,P2,P3,P4,Y1,Y2,Y3,Y4,M1,M2,M3,M4,M5 ,M6,M7,M8,M9,M10,M11,M12,M13,M14,M15,M16,M17,M18,M19,M20,M21,M22,M23,M24,M25,M26,spontaneity
-0.880034956,0.474412152,0.375795551,-0.797826888,0.559877676,-0.209619051,0.070820655,-0.628094462,0.548680048,-0.666396774,0.385929235,-0.602525378,3.041340286,-0.152405545,-0.425589598,-0.737105799,0.080413511,-0.230398361,-0.204896386,0.474850245,0.720594868,-0.19765661,-0.23511864,-0.470088307,-0.290683064,-0.459662044,0,-0.316445444,-0.013429369,0.159734528,-0.019655243,-0.060959793,-0.557920295,-0.336192844,0.7
0.195983855,-0.244483659,0.051055647,-0.828425967,-0.331082571,-0.15593818,0.533528526,-1.90564904,-0.943977689,-1.165893282,2.358368513,-0.602525378,4.052436734,0.16221722,-0.425589598,-1.077853104,1.785993692,-0.230398361,-0.204896386,1.743631416,2.1977187,-0.19765661,-0.23511864,-0.470088307,-0.289263594,-0.459662044,0,-0.32098555,-0.120914349,-0.098560732,-0.432016467,-0.444580338,-1.001665151,1.281348605,0.8
2.023875964,-1.655593574,-0.315077509,-0.985792658,0.366424196,-0.686017208,0.325422433,-0.670291592,-0.251686147,-0.048853808,0.647275095,-0.480947943,1.724168429,1.170284794,-0.409207765,-0.412008397,0.079282229,-0.171937552,-0.114125798,-0.110197245,-0.148339113,-0.19765661,-0.23511864,-0.470088307,-0.300569617,-0.459662044,0,-0.32098555,0.959488287,1.009464275,0.713092672,0.692380166,-0.457646574,0.147370023,0.8
0.32533286,-0.096475698,-0.218000481,-0.804071598,0.227100372,-0.241810388,0.444630133,-0.566153065,0.221632759,-0.242559898,0.139408823,-0.488139729,0.450261414,-0.021170971,-0.406774813,-0.897012829,2.05531242,-0.230398361,-0.204896386,0.048926121,-0.002947499,-0.19765661,-0.23511864,-0.470088307,-0.301079295,0.063341699,0,-0.32098555,-0.440050781,-0.42536991,-0.563012881,-0.574352687,-0.736485042,2.257962578,0.8
0.615466284,0.37825732,-0.956180113,-0.672932689,-0.420880869,-0.196931674,0.635703669,-1.547296598,-0.664841048,-0.872797022,1.28090829,-0.352765469,2.346053396,5.367851029,-0.425589598,-0.530974109,0.157997281,-0.230398361,-0.204896386,1.543096604,1.566523699,-0.19765661,-0.23511864,-0.463697265,-0.264186895,-0.428667771,0,-0.32098555,2.648214808,2.763727715,2.15928924,2.126104995,-0.356045406,-0.344825466,0.8
1.45855382,-0.826446935,-0.587090297,-0.351330127,0.530280725,-0.721345186,0.496273744,-1.260037288,-1.018818113,-1.158361004,0.49713973,-0.602525378,-0.385657477,-0.463569709,-0.425589598,-0.233109109,-1.135686475,12.01445592,11.63755515,-0.823605903,-0.817278006,-0.19765661,-0.23511864,0.925756729,5.271423482,-0.459662044,0,-0.32098555,3.517378636,3.72497689,4.827652847,4.815902092,0.757371797,-1.142068665,0.8
-0.700183153,1.034224576,-0.344644116,-0.810316308,0.298826492,-0.376580137,0.403821588,-0.286065283,-0.450870743,-0.886606045,1.939446103,-0.602525378,0.596244778,-0.395208778,-0.425589598,-0.98094318,0.909940719,-0.230398361,-0.204896386,0.419623566,0.502198584,-0.19765661,-0.23511864,-0.468815196,-0.244202778,-0.459662044,0,-0.32098555,0.163503232,0.234638508,-0.031894913,-0.048958453,-0.955086412,1.012192361,0.8
-0.920746396,1.214451957,-0.309656964,-0.520561766,0.375003451,-0.101588814,0.154184704,0.908277576,1.389781626,-0.010535719,-0.863484799,-0.574127082,-0.385657477,-0.426998935,-0.425589598,-0.480509412,-0.578070812,-0.230398361,-0.204896386,0.416401076,0.586505261,-0.19765661,-0.23511864,-0.470088307,-0.301079295,-0.426896422,0,-0.32098555,0.372758521,0.443211486,0.711033333,0.701578778,-0.727976208,-0.467902515,0.8
-0.456429849,0.447730444,-0.0031498,-0.679177399,0.305171348,-0.28235742,0.032985144,1.609681921,1.751583876,-0.297351493,-0.758712899,-0.354677493,-0.295362276,-0.480095579,-0.425589598,-0.281358317,-0.652796451,-0.230398361,-0.204896386,-0.121214736,0.021749251,-0.19765661,-0.23511864,-0.470088307,-0.301079295,-0.459662044,0,-0.32098555,0.308312722,0.295925609,-0.0692649,-0.079452503,-0.448000976,-0.706009454,0.6
0.330486207,-0.024485432,-0.293888107,-1.013893852,0.397904442,-0.551856698,0.121008252,1.384128291,1.156555438,-0.625773123,0.004200774,-0.281494931,-0.385657477,-0.480095579,-0.425589598,0.268962396,-0.357845374,-0.230398361,-0.204896386,0.320661163,0.375289406,-0.19765661,-0.23511864,-0.470088307,-0.301079295,-0.459662044,0,-0.32098555,0.701057851,0.668100779,1.067078766,1.049171783,0.420828669,-0.540976355,0.8
0.8638576,0.115971103,-0.940904032,-0.828425967,0.260617855,-0.351228188,0.004510223,0.552235837,1.243950123,-0.917509698,-0.176766449,-0.322009759,-0.34755963,-0.241622769,-0.425589598,0.520959186,-0.40142233,-0.230398361,-0.204896386,1.07242328,0.966495706,-0.19765661,-0.23511864,-0.469450781,-0.301079295,-0.304715004,0,-0.32098555,0.539008935,0.573996028,0.246932746,0.235584091,0.900279405,-0.499111401,0.7
1.581718809,-1.005164031,-0.529928189,-0.957066992,0.192892437,-0.182988804,1.569479038,0.656654716,0.187216217,0.669195372,-0.938467036,-0.599557756,-0.330236031,-0.449555592,-0.425589598,0.799325282,-0.869281325,-0.230398361,-0.204896386,0.446387236,0.330635341,-0.19765661,-0.23511864,-0.392256632,-0.301079295,-0.459662044,0,-0.32098555,2.58867585,2.466213722,3.58605874,3.587126859,0.659607343,-0.916582557,0.5
0.250609331,0.407959598,-0.64031019,-0.834046206,0.336686043,-0.422166067,0.974704774,1.005826454,1.815497129,-1.139542864,0.33605432,-0.553109845,-0.367550444,-0.447765936,-0.423925463,-1.030211039,0.19675229,-0.230398361,-0.204896386,0.905120921,0.714731827,-0.19765661,-0.23511864,-0.470088307,-0.301079295,-0.459662044,0,-0.32098555,0.202146607,0.191898746,0.161310698,0.161678202,-0.982063525,0.045404343,0.4
-0.676477758,0.306770481,0.344750613,-0.945826514,-0.255020464,-0.307333946,0.684240621,-0.321598229,-0.07653939,-1.143347223,1.510421667,-0.600234363,0.982876568,-0.320810217,-0.425589598,-0.442221336,-0.519864867,-0.230398361,-0.204896386,0.619233848,0.51432521,-0.19765661,-0.23511864,-0.470088307,-0.301079295,-0.396844788,0,-0.32098555,0.22409597,0.229721165,-0.046813957,-0.083212057,0.218741485,-0.766719146,0.5
0.254732009,-0.591849282,0.334402301,-0.387549444,0.399897174,-0.401585896,0.478366994,0.595122021,0.348206079,-1.082550582,-0.543716853,-0.598038619,0.31597476,0.07422064,-0.425589598,-0.571291872,0.212227465,-0.230398361,-0.204896386,0.501581359,0.390396093,-0.19765661,-0.23511864,-0.470088307,-0.301079295,-0.459662044,0,-0.32098555,0.713928187,0.652644019,0.434911303,0.425901828,-0.385276608,0.302269188,0.5
0.351099594,-0.589835569,0.240774711,-0.980172419,0.507022836,-0.207497089,0.692187514,0.848333687,0.769858797,-1.077839851,0.080406525,0.201716137,-0.337617406,1.82981704,0.050301715,-0.609591089,-0.401588633,-0.230398361,-0.204896386,-0.074033073,-0.060085761,-0.19765661,-0.23511864,-0.470088307,-0.301079295,0.045244375,0,-0.289520365,-0.019491602,-0.012317347,0.161078525,0.147473513,-0.495727975,-0.026593833,-0.9
0.84736689,-1.617836441,0.771988091,-0.934586036,0.585956301,-0.391711864,0.692698621,0.136092092,0.629154015,-0.627965168,-0.177365509,-0.593773953,0.363011766,-0.396928364,-0.425589598,-1.135934359,0.280179843,-0.230398361,-0.204896386,2.164693216,1.953654445,-0.19765661,-0.23511864,-0.470088307,-0.301079295,0.483201947,0,-0.32098555,0.242405222,0.340780127,-0.13184841,-0.153279712,-1.134663183,0.479583545,0.7
-0.437877801,0.957703453,-0.520072653,-0.997033136,0.635714598,-0.213792708,1.114373789,0.520865893,1.451578479,-0.229274485,-0.982623114,-0.570487921,-0.259546418,0.277746755,-0.418496212,0.616813548,-1.098835646,-0.230398361,-0.204896386,0.78054224,0.464654004,-0.19765661,-0.23511864,-0.470088307,-0.301079295,-0.42962944,0,-0.32098555,-0.197398655,-0.219278347,-0.410832476,-0.418422028,0.251581608,-1.094513078,0.6
-0.424479099,1.314634216,-0.87832138,-0.910856138,0.442276941,-0.215759298,0.472852879,1.730063134,1.046855135,-0.843641449,-0.36686906,-0.449049954,-0.385101016,-0.363115365,-0.425589598,-0.543366315,-0.628864489,-0.230398361,-0.204896386,0.753785438,0.701597637,-0.19765661,-0.23511864,-0.470088307,-0.301079295,-0.430780339,0,-0.32098555,0.350424823,0.309252817,0.695105691,0.675529199,-0.290823067,-0.790961657,0.9
-0.130222997,-0.315467069,0.431972105,-0.773472519,0.10783336,0.384952124,0.411267164,1.723036083,1.04587316,-0.635139867,-0.668093282,-0.476117845,-0.379387259,-0.478730489,-0.421180836,-0.337918343,-0.705236548,-0.230398361,-0.204896386,0.328993978,0.356891265,-0.19765661,-0.23511864,-0.467291082,-0.301079295,-0.458438676,0,-0.32098555,0.106738814,0.104587903,0.349232527,0.330061975,-0.120624961,-0.744595001,0.4
-0.534245386,0.441185875,0.077665593,-0.870265524,0.102240211,-0.322546048,0.794528237,0.858198435,1.297742772,-0.852802588,-0.320594908,-0.602525378,-0.287481058,-0.2382955,-0.418086078,-0.22958593,-1.137984607,-0.230398361,-0.204896386,1.204045028,0.875417303,-0.19765661,-0.23511864,-0.470088307,-0.301079295,-0.459662044,0,-0.32098555,-0.209267134,-0.221338253,-0.388541975,-0.403222345,-0.036911296,-1.145915367,0.5
-0.568257475,-0.042608855,0.583747357,-0.928341326,0.361982569,0.149807682,0.928435349,1.260110058,0.377696671,-0.329563891,-0.989033328,-0.602525378,-0.314412251,-0.428466918,-0.425589598,0.592989768,-1.010415876,-0.230398361,-0.204896386,1.06811832,0.509903482,-0.19765661,-0.23511864,-0.470088307,-0.285000501,-0.459662044,0,-0.32098555,1.520827263,1.240675843,2.734869341,2.723914628,1.202032066,-1.083360189,-1
1.968219819,0.518713854,-0.420038965,-0.607987706,-0.138176852,-0.367778756,0.790395513,0.918279433,-0.0460741,-0.601670455,-0.547655263,-0.602509258,0.142981069,-0.387657512,-0.425589598,0.062292211,-0.905208089,-0.230398361,-0.204896386,0.550050064,0.192085911,-0.19765661,-0.23511864,-0.46964934,-0.296636198,-0.4445165,0,-0.32098555,3.252052403,2.975433474,2.830590539,2.805370212,0.471687464,-0.959664489,-1
0.58196953,-0.099496269,-0.460446662,-0.773472519,0.347022455,-0.524121671,0.385476924,-0.987112981,-0.581377236,-0.313803223,-0.24205867,-0.575192041,4.6761438,2.867037945,-0.424405156,0.871414882,-0.848208934,-0.230398361,-0.204896386,0.706346965,0.412600276,-0.19765661,-0.23511864,-0.470088307,-0.300137443,-0.447637964,0,-0.32098555,2.962238621,2.669415254,1.7969123,1.790801272,1.101897537,-0.926720596,-1
-1.127395602,-0.27972365,1.351000819,-0.828425967,0.408673441,-0.431284903,0.368045032,-1.18209657,0.007365298,-0.695782357,-0.10395492,-0.602525378,0.206744244,-0.244455321,-0.425589598,-0.197431726,-0.384719977,-0.230398361,-0.204896386,0.912417451,0.468604999,-0.19765661,-0.23511864,-0.470088307,-0.294218247,-0.459662044,0,-0.32098555,1.303660861,1.16747746,0.676643821,0.678182977,-0.202071573,-0.312088046,-1
0.555687462,0.469377867,-0.992152818,0.098913461,0.097645665,-0.685875168,-0.407975479,-0.637508193,1.573597742,-0.747675334,0.455666281,-0.411634767,-0.299001421,-0.480095579,0.01977239,-0.364307428,0.039075945,-0.230398361,-0.204896386,-0.827644723,-0.819620452,-0.19765661,-0.23511864,-0.470088307,-0.301079295,-0.459662044,0,0.215825699,-0.542608944,-0.516004391,-0.472843014,-0.481801302,-0.360611868,-0.144062406,0.8
-0.451791837,1.485296457,-1.023197756,0.150744553,0.113502859,-0.854173574,-0.108782571,-0.681114921,1.084015413,-0.038015488,-0.679728909,-0.042841776,-0.372214591,-0.480095579,-0.402521276,0.058655841,-0.517591589,-0.230398361,-0.204896386,-0.793064606,-0.8087672,-0.19765661,-0.23511864,-0.470088307,-0.301079295,-0.459662044,0,-0.216639755,-0.503841682,-0.507388667,-0.23435241,-0.240557573,-0.034201652,-0.479792957,-0.3
0.361406287,0.644570964,-0.977862291,0.257529093,-0.370112297,-0.615126391,-0.177352976,-0.628499553,1.284362616,0.743992586,-0.743688995,-0.247685313,-0.375269575,-0.480095579,-0.425589598,-0.134197694,-0.461635444,-0.230398361,-0.204896386,-0.664833169,-0.674070757,-0.19765661,-0.23511864,-0.464669585,-0.301079295,-0.292105228,0,-0.318854236,0.119523664,0.108295058,-0.190034423,-0.201055466,-0.430709225,-0.218022357,0.6
0.786557398,0.323887048,-1.070504328,0.098913461,0.034676213,-0.342201628,-0.320449507,-0.557974449,1.250076155,-0.326986775,-0.719490496,-0.209104189,-0.368115208,-0.480095579,-0.423902732,0.110534393,-1.025780503,-0.230398361,-0.204896386,-0.685106427,-0.685756202,-0.19765661,-0.23511864,-0.470088307,-0.301079295,-0.305214466,0,-0.264551192,-0.337807117,-0.362583058,0.113669637,0.10765157,-0.072874599,-0.915116469,0.6
-0.622367616,1.151523402,-0.533377627,0.266271687,-0.631292267,-0.986421151,-0.310819437,-0.53550589,0.849262539,0.286917104,-0.846621461,0.588434726,-0.268931888,-0.345297225,-0.345531858,0.093364595,-0.624374263,-0.228300513,-0.204896386,-0.795190296,-0.813212816,-0.19765661,-0.23511864,-0.470088307,-0.299940012,-0.459662044,0,-0.262464356,-0.150152224,-0.181922603,0.849516509,0.836461425,-0.035785098,-0.51878201,-0.2
-1.068132114,2.010372319,-0.947802907,-0.178351661,0.336650462,-0.598266596,-0.60588703,-1.780813745,1.587662734,-0.351094157,-0.217965989,-0.21353411,-0.381390405,-0.480095579,-0.40876215,-0.472286205,-0.110792944,-0.230398361,-0.204896386,-0.687080433,-0.675343963,-0.19765661,-0.233888883,-0.470088307,-0.258785615,-0.214363512,0,-0.281910931,-0.521938088,-0.52011244,-0.267492469,-0.259687206,-0.6025548,-0.118811512,0.6
-0.06889817,0.896285183,-0.812782067,-0.679177399,0.210367563,-0.704690377,-0.313649135,-1.243597557,1.204682862,1.176158902,-0.654737225,-0.429017052,-0.366111785,-0.480012302,-0.42514105,1.588988022,-1.091536375,-0.230398361,-0.204896386,-0.546758855,-0.545647755,-0.19765661,-0.23511864,-0.470088307,-0.154396871,0.070230676,0,-0.32098555,-0.340214785,-0.389139297,-0.209332565,-0.214669251,1.580909313,-1.110900738,0.7
-0.595054878,1.696232973,-1.092679283,0.358693395,0.258262706,-0.050751461,-0.447906108,-1.388885266,1.344859991,-0.565084612,-0.454703732,0.215543209,-0.144604324,-0.480095579,-0.422778536,-0.793492498,0.090632051,-0.230398361,-0.204896386,-0.826282027,-0.813837924,-0.19765661,-0.23511864,-0.470088307,-0.301079295,-0.453331555,0,-0.296789575,-0.540703137,-0.511912334,0.024217176,0.020878345,-0.764595677,0.287196831,0.7
-0.509509321,1.39719648,-0.88127804,0.552279403,0.132948251,-0.846907628,-0.610142503,-1.221096657,1.650628303,0.079085569,-0.402060811,0.122299784,-0.313136783,-0.480095579,-0.284159059,0.556925899,-0.472062001,-0.230398361,-0.204896386,-0.82771777,-0.822181396,-0.19765661,-0.23511864,-0.470088307,-0.301079295,-0.459662044,0,-0.104755602,-0.561567769,-0.531595022,-0.014721279,-0.01403008,0.556343815,-0.502423677,0.8
-0.595054878,1.312117074,-0.716690593,0.185714929,0.729974216,-0.68804578,0.584701282,-1.295771393,1.662319048,-0.847466054,-0.276041038,-0.433075132,-0.327709442,-0.480095579,-0.08542162,-0.624949329,0.459819322,-0.230398361,-0.204896386,-0.537864711,-0.543121282,-0.19765661,-0.23511864,-0.470088307,-0.276426244,-0.232320824,0,0.328449229,-0.566424638,-0.544553868,-0.436727603,-0.439871048,-0.559405722,0.606566885,0.8
0.5830002,0.448233873,-0.997573363,0.194457523,0.368498122,-0.024778536,-0.094373731,-0.497236736,1.719339616,0.196338165,-1.095697408,-0.367405624,-0.306942029,-0.480095579,-0.160352839,-0.510392649,-0.315688398,-0.230398361,-0.204896386,-0.802929516,-0.802695161,-0.19765661,-0.23511864,-0.470088307,-0.301079295,-0.459662044,0,-0.238610545,-0.431104118,-0.433339503,-0.506144715,-0.512246459,-0.690676266,5.74E-05,0.9
-0.191547824,1.734493534,-0.579698645,0.622844626,0.213098365,-0.568633339,-0.508816012,-0.771639395,1.500866271,-0.44577256,-0.326568825,-0.427261678,-0.2830879,-0.480095579,-0.311228366,-0.630534795,-0.045184174,-0.230398361,-0.204896386,-0.82771777,-0.822146467,-0.19765661,-0.23511864,-0.470088307,-0.27042029,-0.459662044,0,-0.265028077,-0.566424638,-0.544553868,-0.589691291,-0.597744748,-0.442050187,0.007844429,0.5
0.438706489,0.717064659,-1.122738668,0.415520255,0.223926436,-0.037108541,-0.389332654,-0.004466878,1.265992741,1.305752214,-0.995396765,-0.152553629,-0.159610705,-0.480095579,-0.3627954,1.128539967,-0.500240424,-0.230398361,-0.204896386,-0.691613922,-0.690171574,-0.19765661,-0.23511864,-0.470088307,-0.300021945,-0.258584547,0,-0.11564147,-0.501155462,-0.485766207,-0.409036276,-0.415919606,1.491441092,-0.251734949,0.5
